prescription_name,Acute Kidney Failure,Chronic Kidney Disease,Diabetes,Heart Attack,Asthma,Liver Disease,Hypertension,Pneumonia
~ <IND> Defibrotide,1,0,0,0,0,0,0,0
Maxide 75/50,1,0,0,0,0,0,0,0
albendazole,1,0,0,0,0,0,0,0
Meges,1,0,0,0,0,0,0,0
Capt,1,0,0,0,0,0,0,0
nystat,1,0,0,0,0,0,0,0
Methyl Salicylate-Menthol Ointment,1,0,0,0,0,0,0,0
Dextran  1 (Promit),1,0,0,0,0,0,0,0
Botulinum Toxin Type B,1,0,0,0,0,0,0,0
Gemcitabine HCl,1,0,0,0,0,0,0,0
Tucks Pads,1,0,0,0,0,0,0,0
Tylenol  Meltaways,1,0,0,0,0,0,0,0
Aprotinin,1,0,0,0,0,0,0,0
ond,1,0,0,0,0,0,0,0
Mechlorethamine HCl,1,0,0,0,0,0,0,0
Venlafa,1,0,0,0,0,0,0,0
LIDOCAI,1,0,0,0,0,0,0,0
Cortroysn ,1,0,0,0,0,0,0,0
sodium citrate,1,0,0,0,0,0,0,0
nexium,1,0,0,0,0,0,0,0
Megestrol Oral Soln,1,0,0,0,0,0,0,0
Urocit-K 5,1,0,0,0,0,0,0,0
viread,1,0,0,0,0,0,0,0
Wellbutrin SR,1,0,0,0,0,0,0,0
Linezolid Suspension,1,0,0,0,0,0,0,0
Sunol-cH36 Study Drug (*IND*),1,0,0,0,0,0,0,0
*NF* Phenytoin Sodium **Brand Name ONLY**,1,0,0,0,0,0,0,0
Benefiber,1,0,0,0,0,0,0,0
methaDONE,1,0,0,0,0,0,0,0
Amino Acids 3.5%,1,0,0,0,0,0,0,0
Heparin Flu,1,0,0,0,0,0,0,0
lans,1,0,0,0,0,0,0,0
ALBUTEROL,1,0,0,0,0,0,0,0
aminoc,1,0,0,0,0,0,0,0
Levalbuterol HCl (Bulk),1,0,0,0,0,0,0,0
Vancomycin ophthalmic solution,1,0,0,0,0,0,0,0
Hydrocortisone Sod Succinate,1,0,0,0,0,0,0,0
dexamethasone oral solution,1,0,0,0,0,0,0,0
BuPROPion ,1,0,0,0,0,0,0,0
*NF* Alemtuzumab,1,0,0,0,0,0,0,0
Nivea Skin,1,0,0,0,0,0,0,0
*NF* Nifedipine XL,1,0,0,0,0,0,0,0
insulin dum,1,0,0,0,0,0,0,0
*NF* Urea,1,0,0,0,0,0,0,0
Alum Ammonium,1,0,0,0,0,0,0,0
HCTZ/Triamterene (Maxzide),1,0,0,0,0,0,0,0
NORMOCARB DIALYSIS SOLUTION,1,0,0,0,0,0,0,0
AMICAR,1,0,0,0,0,0,0,0
mylanta,1,0,0,0,0,0,0,0
Urocit-K 5 (Potassium Citrate),1,0,0,0,0,0,0,0
Ipratropium Bromide ,1,0,0,0,0,0,0,0
sevelame,1,0,0,0,0,0,0,0
Ondanse,1,0,0,0,0,0,0,0
Claritin-D 12 Hour  5-120,1,0,0,0,0,0,0,0
triampt,1,0,0,0,0,0,0,0
Isosorbi,1,0,0,0,0,0,0,0
Calcium ,1,0,0,0,0,0,0,0
Rescula,1,0,0,0,0,0,0,0
NEO*IV*Hydrocortisone,1,0,0,0,0,0,0,0
Morphine Sulfate (4-8mg),1,0,0,0,0,0,0,0
Somatropin,1,0,0,0,0,0,0,0
Tylenol Meltaways,1,0,0,0,0,0,0,0
Paromomycin Sulfate,1,0,0,0,0,0,0,0
Avelox,1,0,0,0,0,0,0,0
NEO*IV*Clindamycin,1,0,0,0,0,0,0,0
Slow Fe,1,0,0,0,0,0,0,0
Tylenol,1,0,0,0,0,0,0,0
Dipentum,1,0,0,0,0,0,0,0
Tuckables Pad,1,0,0,0,0,0,0,0
Ethanol 70% Catheter DWELL (Tunneled Access Line),1,0,0,0,0,0,0,0
levoCarnitine,1,0,0,0,0,0,0,0
Ativan,1,0,0,0,0,0,0,0
Tobramycin Fortified Ophth. 15mg/ml,1,0,0,0,0,0,0,0
Lidocaine Ointment 5%,1,0,0,0,0,0,0,0
Fleet enema,1,0,0,0,0,0,0,0
*NF* Ivermectin,1,0,0,0,0,0,0,0
Vancomycin ophthalmic 50mg/ml,1,0,0,0,0,0,0,0
Cefotetan Disodium,1,0,0,0,0,0,0,0
Nizatidine,1,0,0,0,0,0,0,0
Cipro HC,1,0,0,0,0,0,0,0
*NF* Miralax,1,0,0,0,0,0,0,0
Basis,1,0,0,0,0,0,0,0
Ribavirin *NF*,0,14,0,0,0,0,0,0
travoprost,0,7,6,1,2,0,1,1
CADD Cassette,0,7,0,0,7,3,17,0
Tekturna,0,6,0,0,0,0,2,0
sevelamer carbonate,0,5,15,1,0,0,1,0
anastrozole,0,5,11,1,6,1,11,4
JANUVIA,0,5,8,0,1,0,3,3
Nystatin Oral,0,5,5,0,0,5,0,0
Maprotiline HCl,0,5,0,0,0,0,2,0
Diazoxide,0,4,12,0,0,0,4,0
Levobunolol 0.25%,0,4,5,0,3,0,4,0
Neoral capules,0,4,0,0,0,0,4,0
Neoral Study Med (*IND*),0,4,0,0,0,0,4,0
Bicalutamide,0,3,6,1,0,0,10,3
Belatacept Study Drug (*IND*),0,3,4,0,0,0,0,0
Revatio,0,3,3,0,2,0,2,2
Etidronate Disodium,0,3,3,0,0,0,0,0
Ropivacaine 0.2%,0,3,2,1,3,5,11,0
VALACYCLOVIR,0,3,1,0,2,0,1,3
asp,0,3,0,0,3,0,2,0
Asp,0,3,0,0,3,0,0,0
Chloroquine,0,3,0,0,1,0,0,0
Nicardipine,0,3,0,0,0,0,1,0
Zelnorm,0,2,18,3,3,1,13,4
Levobunolol Hcl 0.5%,0,2,5,8,0,0,15,6
Astelin,0,2,5,3,2,0,3,0
Insulin Aspart *NF*,0,2,5,0,1,0,3,1
Aspiri,0,2,4,1,1,0,6,0
Indapamide,0,2,4,1,0,0,13,1
Acebutolol,0,2,2,1,2,0,8,2
ProAir HFA,0,2,2,0,4,0,2,2
Cartia XT,0,2,2,0,0,0,0,2
Hepa,0,2,2,0,0,0,0,2
Revatio (sildenafil citrate),0,2,2,0,0,0,0,0
Tracleer,0,2,2,0,0,0,0,0
Xenaderm,0,2,2,0,0,0,0,0
Heparin (Porcine),0,2,1,0,0,0,0,0
Isosorbide ER,0,2,0,1,0,0,0,2
Melatonin,0,2,0,0,3,0,5,0
Prelone,0,2,0,0,2,0,0,0
Renacidin,0,2,0,0,0,2,0,0
Lotemax,0,2,0,0,0,0,3,0
Neoral* Study Medication*,0,2,0,0,0,0,2,0
neoral,0,2,0,0,0,0,2,0
Neoral *Study Medication*,0,2,0,0,0,0,2,0
Code EPA/DHA 26 Study Med,0,2,0,0,0,0,0,0
metipranolol,0,2,0,0,0,0,0,0
Ascorbate Sodium,0,2,0,0,0,0,0,0
vitamin,0,2,0,0,0,0,0,0
Vytorin 10/20,0,2,0,0,0,0,0,0
*NF* Levocarnitine,0,2,0,0,0,0,0,0
morphine,0,2,0,0,0,0,0,0
Metformin XR,0,1,7,1,2,0,6,1
JanUVIA,0,1,5,0,0,0,3,0
Aspir,0,1,4,2,2,0,6,0
Losartan,0,1,4,1,0,0,0,0
Nalbuphine HCl,0,1,4,0,2,1,5,1
Riboflavin,0,1,4,0,0,0,4,0
BTL,0,1,4,0,0,0,0,0
Atorvastatin Study Drug,0,1,3,2,0,0,3,0
NexIUM,0,1,3,2,0,0,2,0
Sevelamer carbonate (Renvela),0,1,3,1,0,0,1,0
FENTANYL,0,1,3,0,3,0,6,1
Pred Forte,0,1,3,0,0,1,1,0
CALCIUM GLUCONATE,0,1,3,0,0,0,3,0
Dilantin Infatabs,0,1,3,0,0,0,1,0
Calcitrate,0,1,3,0,0,0,0,1
megest,0,1,3,0,0,0,0,0
Tacrolimus Study Med (*IND*),0,1,3,0,0,0,0,0
lanso,0,1,3,0,0,0,0,0
nephro,0,1,3,0,0,0,0,0
Neomycin-Polymyxin-Dexameth Ophth. Oint,0,1,2,1,1,0,3,0
Aloe Vesta 2-n-1 Skin Cond,0,1,2,1,0,0,0,0
 Zaditor Ophthalmic,0,1,2,1,0,0,0,0
Atrovent Nasal,0,1,2,1,0,0,0,0
Travoprost (Benzalkonium),0,1,2,0,1,0,1,0
ibuprofen,0,1,2,0,0,1,0,0
Botox,0,1,2,0,0,0,2,0
MAGNESIUM SULFATE,0,1,2,0,0,0,2,0
cil,0,1,2,0,0,0,1,2
Insulin Reg Human (NovoLIN R),0,1,2,0,0,0,1,0
ZyPREXA Zydis,0,1,2,0,0,0,0,1
Rosuvastatin,0,1,2,0,0,0,0,1
Atorvastatin Study Med,0,1,2,0,0,0,0,0
LaMI,0,1,2,0,0,0,0,0
Lacosamide *NF*,0,1,1,3,0,0,7,2
Lotrel,0,1,1,2,0,0,5,0
Metoprolol ,0,1,1,1,1,0,2,0
Lipram 4500,0,1,1,1,0,0,0,0
Surgicel,0,1,1,1,0,0,0,0
artificial,0,1,1,1,0,0,0,0
Dobutamine Hcl,0,1,1,1,0,0,0,0
SURGIFOAM,0,1,1,1,0,0,0,0
Quetiapine,0,1,1,0,2,0,2,0
Cetirizine,0,1,1,0,2,0,1,2
eryth,0,1,1,0,1,0,2,0
Ibup,0,1,1,0,1,0,1,0
Fluphenazine Decanoate,0,1,1,0,1,0,1,0
Acidophilus-B.bifidum-B.longum,0,1,1,0,1,0,0,1
Formoterol Fumarate,0,1,1,0,1,0,0,0
Heparin Sodium (Preservative Free),0,1,1,0,0,0,13,10
Sulfacetamide-Prednisolone Ophth. Susp.,0,1,1,0,0,0,3,1
Sulfacetamide 10% Ophth. Oint.,0,1,1,0,0,0,2,1
Famoti,0,1,1,0,0,0,1,1
Magnesium ,0,1,1,0,0,0,1,0
Patient Specific Narc Drip,0,1,1,0,0,0,1,0
Epi,0,1,1,0,0,0,1,0
Albuterol Inhaler (ProAir),0,1,1,0,0,0,0,1
loper,0,1,1,0,0,0,0,1
Anamorelin HCl,0,1,1,0,0,0,0,1
Tacrolimus (Prograf Brand) Suspension,0,1,1,0,0,0,0,1
Glucotrol XL,0,1,1,0,0,0,0,0
xalatan,0,1,1,0,0,0,0,0
Lidocaine 1% P,0,1,1,0,0,0,0,0
Levobunolol HCl 0.5%,0,1,1,0,0,0,0,0
Lipitor,0,1,1,0,0,0,0,0
Sulfameth/Trimethopr,0,1,1,0,0,0,0,0
nyst,0,1,1,0,0,0,0,0
sevela,0,1,1,0,0,0,0,0
Choline Magnesium Trisalicylate,0,1,1,0,0,0,0,0
Albuterol Inhalation Soln 0.5%,0,1,1,0,0,0,0,0
insul,0,1,1,0,0,0,0,0
cyanocobalamin (vitamin B-12),0,1,1,0,0,0,0,0
ZyrTEC,0,1,1,0,0,0,0,0
Zelnorm (tegaserod),0,1,1,0,0,0,0,0
Fenofibric Acid,0,1,1,0,0,0,0,0
Octreotide ,0,1,1,0,0,0,0,0
Niacin Flush Free,0,1,1,0,0,0,0,0
Insulin Lispro Desensitization Protocol,0,1,1,0,0,0,0,0
Revatio (sildenafil),0,1,1,0,0,0,0,0
Niac,0,1,0,1,0,0,1,0
QUALAQUIN,0,1,0,1,0,0,1,0
Isosorbide Mononi,0,1,0,1,0,0,0,1
Neomycin/Polymyxin B Sulfate,0,1,0,1,0,0,0,1
Aspirin Desens,0,1,0,1,0,0,0,0
Acetic Acid 0.125% Irrig. Soln,0,1,0,1,0,0,0,0
Aspirin Desensitization,0,1,0,1,0,0,0,0
Levobunolol,0,1,0,0,2,0,2,0
Pimozide,0,1,0,0,1,0,0,1
Diltiaz,0,1,0,0,1,0,0,1
Morphine Sulfat,0,1,0,0,1,0,0,0
Nefazodon,0,1,0,0,1,0,0,0
Bosentan (Tracleer),0,1,0,0,1,0,0,0
Prednisolone (prelone),0,1,0,0,1,0,0,0
Trimethobenzamide,0,1,0,0,0,1,2,0
Granulex,0,1,0,0,0,1,0,0
*NF* Renacidin Soln,0,1,0,0,0,1,0,0
D51/2NS 1000ml,0,1,0,0,0,1,0,0
triazolam,0,1,0,0,0,0,5,0
candesartan,0,1,0,0,0,0,2,0
*NF* Erlotinib,0,1,0,0,0,0,1,2
Calcium Citrate,0,1,0,0,0,0,1,2
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULES,0,1,0,0,0,0,1,0
balsalazide,0,1,0,0,0,0,1,0
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULE,0,1,0,0,0,0,1,0
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS ,0,1,0,0,0,0,1,0
FTY720 2.5MG OR PLACEBO CAPSULE,0,1,0,0,0,0,1,0
FTY720 1.25MG OR PLACEBO CAPSULE,0,1,0,0,0,0,1,0
FTY720 1.25MG OR PLACEBO CAPS,0,1,0,0,0,0,1,0
*NF* Pramipexole,0,1,0,0,0,0,1,0
FTY720 2.5MG OR PLACEBO,0,1,0,0,0,0,1,0
MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS,0,1,0,0,0,0,1,0
FTY720 2.5MG OR PLACEBO CAPS,0,1,0,0,0,0,1,0
Excedrin Migraine,0,1,0,0,0,0,1,0
Zytiga,0,1,0,0,0,0,1,0
Actimmune,0,1,0,0,0,0,0,1
Aspirin 81 mg/ Placebo,0,1,0,0,0,0,0,1
Aspirin 325mg/ placebo,0,1,0,0,0,0,0,1
Bromday,0,1,0,0,0,0,0,1
Betaxolol,0,1,0,0,0,0,0,1
MultiVitamin,0,1,0,0,0,0,0,1
"Lidocaine 1%/Epinephrine 1:100,000",0,1,0,0,0,0,0,0
Didanos,0,1,0,0,0,0,0,0
raloxifene,0,1,0,0,0,0,0,0
Nephro-Vite,0,1,0,0,0,0,0,0
Valproic Acid (as Sodium salt),0,1,0,0,0,0,0,0
Vitamin C,0,1,0,0,0,0,0,0
Code LUT/ZEA03 Study Med,0,1,0,0,0,0,0,0
Indomethacin XR,0,1,0,0,0,0,0,0
Aspirin 325 mg or Placebo,0,1,0,0,0,0,0,0
Atrovent HFA,0,1,0,0,0,0,0,0
DEX,0,1,0,0,0,0,0,0
Benadryl Allergy,0,1,0,0,0,0,0,0
gua,0,1,0,0,0,0,0,0
nifer,0,1,0,0,0,0,0,0
Betamethasone Dipro 0.05% Lot.,0,1,0,0,0,0,0,0
fentaNYL,0,1,0,0,0,0,0,0
lamiVUDine,0,1,0,0,0,0,0,0
abiraterone (Zytiga),0,1,0,0,0,0,0,0
Epinephri,0,1,0,0,0,0,0,0
iron,0,1,0,0,0,0,0,0
Aspirin 81mg or placbo,0,1,0,0,0,0,0,0
simvastatin or placebo ,0,1,0,0,0,0,0,0
Aspirin 81 mg or Placebo,0,1,0,0,0,0,0,0
Darbepoetin Alfa In Polysorbate,0,1,0,0,0,0,0,0
Simvastatin 40 mg or Placebo,0,1,0,0,0,0,0,0
Sevelamer HCl,0,1,0,0,0,0,0,0
Morphine Concentrate,0,1,0,0,0,0,0,0
Code ATS99 Study Med,0,1,0,0,0,0,0,0
NEO*IV*PHENObarbital,0,1,0,0,0,0,0,0
Atrovent,0,1,0,0,0,0,0,0
Polymyxin B /Trimethoprim,0,1,0,0,0,0,0,0
Fentora,0,1,0,0,0,0,0,0
Symbicort 160-4.5mcg,0,1,0,0,0,0,0,0
Riluzole,0,1,0,0,0,0,0,0
Gluco Sulfate NaCl-Chond Su Na,0,1,0,0,0,0,0,0
Glyburide Prestab,0,0,12,3,0,0,11,0
Glucovance (2.5mg-500mg),0,0,12,0,0,0,12,0
TACROLIMUS,0,0,12,0,0,0,6,0
Cortef,0,0,10,13,0,0,3,10
Insulin Detemir,0,0,10,0,10,0,0,8
Lescol,0,0,8,3,3,0,11,5
Mirapex ER,0,0,8,0,0,0,4,0
Glucovance (5mg-500mg),0,0,7,5,0,0,4,0
Paxil CR,0,0,7,4,0,3,2,2
Flutamide,0,0,7,4,0,0,1,2
Naphazoline-Antazoline,0,0,7,1,0,0,0,0
Carbatrol,0,0,7,0,8,0,10,1
PHENYLEPHRINE HCL,0,0,6,1,5,0,10,0
LIDOCAINE 1% (W/Presv.),0,0,6,1,1,0,10,4
Insulin Human 70/30,0,0,6,0,4,0,4,0
Mobic,0,0,6,0,0,0,6,0
Morphine Sulfate PF,0,0,6,0,0,0,3,0
Ofloxacin (Ophth),0,0,6,0,0,0,0,2
insulin detemir,0,0,6,0,0,0,0,0
Glyburide/Metformin (1.25mg-250mg),0,0,5,1,0,0,5,0
ChlorproPAMIDE,0,0,5,0,4,0,5,0
Soma,0,0,5,0,1,0,6,1
Metoclopramide Hcl,0,0,5,0,0,0,3,0
Fluvastatin Sodium,0,0,4,14,0,0,8,2
aspirin,0,0,4,5,0,0,9,0
Glucovance (1.25mg-250mg),0,0,4,4,0,0,4,0
B-50,0,0,4,4,0,0,0,0
ATRIPLA,0,0,4,3,0,0,11,2
PROPOFOL,0,0,4,1,0,0,4,1
Pneumococcal 7-Valent,0,0,4,1,0,0,1,1
Altace,0,0,4,1,0,0,1,0
Docusate Sod,0,0,4,0,4,0,4,0
INO-1001 Study Drug  *IND*,0,0,4,0,0,0,8,0
Dexamethas,0,0,4,0,0,0,4,0
Stalevo 150,0,0,4,0,0,0,4,0
BRINZOLAMIDE (Azopt),0,0,4,0,0,0,2,0
BIMATOPROST (Lumigan),0,0,4,0,0,0,2,0
*NF* Novolog,0,0,4,0,0,0,0,0
Hectorol,0,0,4,0,0,0,0,0
Ropinirole Hydrochloride,0,0,4,0,0,0,0,0
Piperacillin Sodium,0,0,4,0,0,0,0,0
theophylline,0,0,3,3,3,0,3,0
Dextromethorphan Polistirex,0,0,3,3,0,0,0,0
Oxandrin,0,0,3,2,0,0,3,0
Requip,0,0,3,2,0,0,0,0
Nystatin Powder,0,0,3,1,1,0,2,1
diltia,0,0,3,1,0,0,4,2
Procardia XL,0,0,3,1,0,0,3,0
Sulfasalazine EC,0,0,3,1,0,0,2,0
CGT003-03 E2F Decoy ,0,0,3,1,0,0,0,1
Spiriva with HandiHaler,0,0,3,1,0,0,0,0
Sutent,0,0,3,0,3,0,5,0
bisop,0,0,3,0,3,0,3,0
Insulin Lispro 75/25,0,0,3,0,3,0,0,0
fosfomycin tromethamine,0,0,3,0,2,0,3,0
carisoprodol,0,0,3,0,1,0,5,3
*NF* Diltiazem SR,0,0,3,0,1,0,4,1
levemir,0,0,3,0,1,0,0,0
Dexamethaso,0,0,3,0,0,3,4,0
BACTR,0,0,3,0,0,3,0,0
colesevelam,0,0,3,0,0,1,7,0
Dexamethason,0,0,3,0,0,0,6,0
FUROSEMIDE,0,0,3,0,0,0,4,0
*NF* Timentin,0,0,3,0,0,0,3,3
Procarbazine HCl,0,0,3,0,0,0,3,0
Diprosone,0,0,3,0,0,0,3,0
Lodosyn,0,0,3,0,0,0,3,0
carbidopa-levodopa,0,0,3,0,0,0,3,0
Dextran 40 10% in NS,0,0,3,0,0,0,2,0
Molindone HCl,0,0,3,0,0,0,2,0
Insulin novolog,0,0,3,0,0,0,1,1
TRAVATAN Z,0,0,3,0,0,0,1,0
Kaopectate (bismuth subsalicy),0,0,3,0,0,0,1,0
Ear Drops Earwax Aid,0,0,3,0,0,0,1,0
*NF* DOMPERIDON,0,0,3,0,0,0,0,1
Aspirin Childrens,0,0,3,0,0,0,0,0
Mebaral,0,0,3,0,0,0,0,0
Zovirax,0,0,3,0,0,0,0,0
Diclofenac Sodium,0,0,2,4,0,0,9,0
Zebeta,0,0,2,2,3,0,5,0
Insulin Regular Pork (Iletin II),0,0,2,2,0,0,2,0
Liotrix-1,0,0,2,2,0,0,0,0
Iodosorb,0,0,2,2,0,0,0,0
Albuterol ,0,0,2,1,4,0,8,4
levothyroxine,0,0,2,1,1,0,1,1
Rhinocort Aqua,0,0,2,1,1,0,1,0
Isosorbide Mononitra,0,0,2,1,0,0,3,0
MORPHINE SULFATE,0,0,2,1,0,0,2,0
ACETAMINOPHEN,0,0,2,1,0,0,2,0
Belladonna & Opium,0,0,2,1,0,0,2,0
Glucosamine,0,0,2,1,0,0,1,0
hyo,0,0,2,1,0,0,0,1
Skelaxin,0,0,2,0,4,0,17,1
Irinotecan,0,0,2,0,2,0,6,3
oxyCODONE,0,0,2,0,2,0,2,0
L-Carnitine,0,0,2,0,2,0,2,0
Dulera (mometasone-formoterol) 200-5mcg/actuation,0,0,2,0,2,0,2,0
gabapentin,0,0,2,0,2,0,2,0
Bleomycin,0,0,2,0,1,0,3,1
Neurontin,0,0,2,0,1,0,3,0
Floxin,0,0,2,0,1,0,2,1
Dornase Alfa,0,0,2,0,1,0,1,1
Sitagliptin,0,0,2,0,1,0,1,0
Povidone Iodine,0,0,2,0,0,2,2,2
ganciclovir 500 mgor placebo  cap,0,0,2,0,0,2,2,0
maribavir 100 mg or placebo tab,0,0,2,0,0,2,2,0
acyclovir 400 mg or placebo,0,0,2,0,0,2,2,0
Acidophilus,0,0,2,0,0,2,0,0
Mycophenolate,0,0,2,0,0,1,2,0
1,0,0,2,0,0,1,1,0
Deferoxamine (DFO) *IND*,0,0,2,0,0,0,7,0
ACETAMINOPHEN (LIQUID),0,0,2,0,0,0,5,0
pota,0,0,2,0,0,0,4,0
dex,0,0,2,0,0,0,3,0
MIDAZOLAM,0,0,2,0,0,0,3,0
Tretinoin ,0,0,2,0,0,0,2,2
Glucagon Emergency,0,0,2,0,0,0,2,2
melatonin,0,0,2,0,0,0,2,1
Mitomycin,0,0,2,0,0,0,2,0
Vexol,0,0,2,0,0,0,2,0
Methylene,0,0,2,0,0,0,2,0
Vytorin 10-20,0,0,2,0,0,0,2,0
Nepafenac,0,0,2,0,0,0,2,0
UroxaTRAL,0,0,2,0,0,0,2,0
sulfa,0,0,2,0,0,0,2,0
AMIODARONE,0,0,2,0,0,0,2,0
artifi,0,0,2,0,0,0,2,0
Leuprolide Acetate (3 Month),0,0,2,0,0,0,2,0
Lescol XL,0,0,2,0,0,0,2,0
Avodart (Dutasteride),0,0,2,0,0,0,2,0
Humulin,0,0,2,0,0,0,2,0
Hyzaar(Losartan/HCTZ),0,0,2,0,0,0,2,0
darifenacin,0,0,2,0,0,0,2,0
Trilipix,0,0,2,0,0,0,2,0
Clarinex,0,0,2,0,0,0,2,0
isos,0,0,2,0,0,0,2,0
glucoph,0,0,2,0,0,0,2,0
sodium chlor,0,0,2,0,0,0,1,1
Phenyleprhine Ophth Soln 10%,0,0,2,0,0,0,1,0
Bactrim SS,0,0,2,0,0,0,1,0
HydrALAZINe,0,0,2,0,0,0,1,0
Cardura,0,0,2,0,0,0,1,0
HUMALOG,0,0,2,0,0,0,1,0
HUMALOG INSULIN,0,0,2,0,0,0,1,0
CONCERTA,0,0,2,0,0,0,1,0
bact,0,0,2,0,0,0,0,1
Influenza Virus,0,0,2,0,0,0,0,0
Lasix,0,0,2,0,0,0,0,0
B Complex Vitamins,0,0,2,0,0,0,0,0
DILT,0,0,2,0,0,0,0,0
Bisaco,0,0,2,0,0,0,0,0
Urea-C40,0,0,2,0,0,0,0,0
octreotide LAR 10mg depot,0,0,2,0,0,0,0,0
Amerge,0,0,2,0,0,0,0,0
Zantac Maximum Strength,0,0,2,0,0,0,0,0
Levothy,0,0,2,0,0,0,0,0
Sulfa,0,0,2,0,0,0,0,0
Remifentanil HCl,0,0,2,0,0,0,0,0
Xanax,0,0,2,0,0,0,0,0
Novomix 30,0,0,2,0,0,0,0,0
Insulin Levemir,0,0,2,0,0,0,0,0
Avandia,0,0,2,0,0,0,0,0
Aspi,0,0,1,3,1,0,6,0
Aspirin (Rectal),0,0,1,2,0,0,2,1
Betamethasone Dipro 0.05% Augmented Gel,0,0,1,1,1,0,1,0
Adefovir Dipivoxil,0,0,1,1,0,14,0,0
Raloxifene,0,0,1,1,0,0,6,2
Uroxatral,0,0,1,1,0,0,5,1
Galantamine Hydrobromide,0,0,1,1,0,0,3,0
timolol,0,0,1,1,0,0,2,0
*NF* Fenofibrate,0,0,1,1,0,0,2,0
Cosopt,0,0,1,1,0,0,1,1
HALOPERIDOL,0,0,1,1,0,0,1,1
DDAVP,0,0,1,1,0,0,1,0
Sanctura,0,0,1,1,0,0,1,0
Byetta (Exenatide),0,0,1,1,0,0,1,0
Metamucil Smooth Texture,0,0,1,1,0,0,1,0
Glucosamine Chondroitin MaxStr,0,0,1,1,0,0,1,0
Mepe,0,0,1,1,0,0,1,0
Cystospaz,0,0,1,1,0,0,1,0
Papain-Urea,0,0,1,1,0,0,0,0
Humibid L.A.,0,0,1,1,0,0,0,0
GLIMEPIRIDE (AMARYL),0,0,1,1,0,0,0,0
Multivitam,0,0,1,1,0,0,0,0
albut,0,0,1,1,0,0,0,0
Mupirocin Calcium,0,0,1,1,0,0,0,0
kaolin,0,0,1,1,0,0,0,0
Renaphro,0,0,1,1,0,0,0,0
kaol,0,0,1,1,0,0,0,0
flutamide,0,0,1,1,0,0,0,0
cabergoline,0,0,1,0,5,1,6,0
Pulmicort Flexhaler,0,0,1,0,4,0,4,0
Budesonide (Nasal),0,0,1,0,4,0,4,0
Terbutaline Sulfate,0,0,1,0,3,0,1,2
Temodar,0,0,1,0,2,0,4,0
Calcipotriene 0.005% Oint,0,0,1,0,1,2,0,1
anusol,0,0,1,0,1,1,1,0
tacroli,0,0,1,0,1,1,0,0
HYDROmorphone PCA,0,0,1,0,1,0,3,0
Bupivacaine,0,0,1,0,1,0,2,0
Cocaine 4% Soln,0,0,1,0,1,0,2,0
lovastatin,0,0,1,0,1,0,2,0
percocet,0,0,1,0,1,0,1,1
Ziprasidone HCl,0,0,1,0,1,0,1,0
*NF* Quinine Sulfate,0,0,1,0,1,0,1,0
SODIUM BICARBONATE,0,0,1,0,1,0,1,0
albuterol sulfate,0,0,1,0,1,0,1,0
creatine monohydrate,0,0,1,0,1,0,1,0
Acetylcystei,0,0,1,0,1,0,1,0
charc,0,0,1,0,1,0,1,0
arginine (L-arginine),0,0,1,0,1,0,1,0
Lactobacillus Acidophilus-Pectin,0,0,1,0,1,0,1,0
bisopr,0,0,1,0,1,0,1,0
creatine ,0,0,1,0,1,0,1,0
bisoprolol,0,0,1,0,1,0,1,0
Morphine Sul,0,0,1,0,1,0,1,0
*NF* Deferasirox,0,0,1,0,1,0,1,0
Desmopressi,0,0,1,0,1,0,0,1
GUAIFENISIN,0,0,1,0,1,0,0,0
bisopro,0,0,1,0,1,0,0,0
Theophylline (Time Release),0,0,1,0,1,0,0,0
PROCARDIA XL,0,0,1,0,1,0,0,0
domperidone ,0,0,1,0,1,0,0,0
Lamictal,0,0,1,0,1,0,0,0
Budesonide-Formoterol,0,0,1,0,1,0,0,0
Beclomethasone Dipro. (Nasal),0,0,1,0,1,0,0,0
*NF* Glimepiride,0,0,1,0,1,0,0,0
Gua,0,0,1,0,1,0,0,0
*NF,0,0,1,0,1,0,0,0
Sonata,0,0,1,0,0,2,0,0
zz ,0,0,1,0,0,1,1,1
Plasmanate,0,0,1,0,0,1,1,1
Lunesta,0,0,1,0,0,1,1,0
mucinex,0,0,1,0,0,1,1,0
oxymeta,0,0,1,0,0,1,1,0
Vigamox 0.5%,0,0,1,0,0,1,1,0
HYDROmorphone ,0,0,1,0,0,1,0,0
Fluconazole Suspension,0,0,1,0,0,1,0,0
TOLVAPTAN,0,0,1,0,0,1,0,0
Dexametha,0,0,1,0,0,0,4,0
Gentamicin 0.3% Ophth. Soln,0,0,1,0,0,0,3,1
Fosinopril Sodium,0,0,1,0,0,0,3,0
Factor IX Complex,0,0,1,0,0,0,3,0
albuterol,0,0,1,0,0,0,2,1
Potassium ,0,0,1,0,0,0,2,1
Epin,0,0,1,0,0,0,2,0
Carbamazepine ER,0,0,1,0,0,0,2,0
Janumet,0,0,1,0,0,0,2,0
Neutra,0,0,1,0,0,0,2,0
PreserVision,0,0,1,0,0,0,2,0
Pancreaze,0,0,1,0,0,0,2,0
BENICAR HCT,0,0,1,0,0,0,2,0
Levetiracetam Solution,0,0,1,0,0,0,2,0
